age,gender,height,weight,bodyfat,diastolic,systolic,sitandbend,situps,broadjump,gripforce
24,0,159,79.7,45.4,77,121,6.3,16,62,16.5
22,0,161.3,54.3,22.2,85,135,31.1,37,180,23.7
22,0,163.8,51.9,27.1,73,132,22.2,42,176,24.8
36,1,171.5,67.18,27.4,70,120,1.5,43,197,41
23,0,166.6,57.56,25.2,69,110,18.3,45,174,35.8
52,1,173.7,77.1,18.9,93,141,12.8,43,227,41.4
37,1,175.5,81.1,22,78,126,14.4,45,229,43.8
51,0,155.9,51.2,20.4,64,107,20.6,28,150,29.7
60,1,155.3,57.1,24.1,78,136,16.9,52,192,32.8
33,0,160.3,59.8,22.8,80,136,21.9,35,166,25.9
59,1,172.1,66,26,75,144,17.2,43,190,36.8
23,1,174.2,66,16.8,52,105,-4.9,47,189,37.7
34,0,157.3,52.5,24.8,97,137,27,51,159,27.9
21,1,183.4,81.8,21.4,75,134,9.7,49,212,47.6
25,0,161.9,57.1,36.9,95,143,23.6,38,161,28.7
53,1,168.7,59.3,21.1,88,144,12.2,38,208,30.9
21,0,170.7,61.1,30.9,80,131,22.6,27,160,22.1
28,1,169.2,72.7,27.3,79,133,14.9,47,212,39.6
30,1,168.4,65.8,20.6,63,128,-2.2,29,223,49.5
35,0,162.3,74.7,33.9,96,148,16.7,26,193,30.1
60,1,174,67.7,21.4,77,126,10.8,37,190,39.1
31,0,168.7,67.3,38.3,74,113,12.4,3,135,24.4
33,0,164.2,60.4,32.6,70,112,19.6,25,134,28
63,1,167.5,71.9,29.6,92,137,-20,20,132,36.1
30,1,163.1,64.4,27.7,87,126,16.7,47,209,41.3
28,1,173.8,73.2,20.1,78,118,10.8,46,232,40.1
24,0,150.8,49.1,30.2,56,105,26,47,184,29.3
27,0,167.8,60.9,21.4,56,108,18,31,181,26.9
23,0,157.6,60.2,22.6,61,106,28.1,57,173,29.4
30,1,180,81.5,18.3,73,122,14.1,55,236,49.8
31,0,156.6,56.04,30.5,72,125,20,34,159,37.6
62,1,167.5,71.2,20.7,80,130,8.5,25,160,40.7
61,1,163.7,59.7,19.2,91,152,4.6,34,159,40.3
33,1,170.5,74.8,17.3,64,123,21.1,55,235,49.4
48,1,163,67,21.1,75,137,25.5,53,193,34.6
37,0,160.8,54.5,24.6,66,110,22,44,171,24.9
28,1,182.2,83.1,15.5,65,92,17.6,54,239,52.9
47,1,171.3,73.8,23.8,85,130,13.9,36,231,49.6
32,1,182.3,78.72,14.8,88,152,17.4,56,238,53.2
38,0,160,56.1,22.49118,93,146,31.2,31,180,28.4
31,1,179.5,78.7,22.9,72,132,18.3,47,214,44
29,1,175.1,76.22,15.9,71,133,17.2,53,222,49.7
49,0,162.5,52.7,25.2,73,137,16.4,24,138,24.7
25,1,170.9,73.4,20.2,83,123,13.4,59,207,42.1
42,1,180.6,88.8,25.9,82,126,-0.7,35,213,45.1
24,1,173.8,74.3,21.3,83,140,16.5,64,223,50.9
26,0,163.5,52.2,25.2,73,126,11.6,34,167,26.3
56,0,158.6,52.9,26.2,75,100,26.9,33,91,22.9
40,0,154.5,51.9,29,76,126,17,19,140,24.6
22,1,176,76.7,23.5,72,125,17,57,241,37.2
26,1,163.6,54.5,17.8,87,117,16.1,40,186,43.9
59,1,168.5,74.6,22.7,88,147,8.7,31,202,34.5
32,1,166.8,73.4,13.4,60,135,15.8,69,247,59.9
21,1,174.6,80.5,21.4,68,117,21.6,57,242,57
22,1,165.8,69.4,26.8,68,112,6.8,42,131,28.8
27,1,170,81.1,21.6,85,145,17.2,52,226,48.7
35,1,167.6,76.5,25.4,91,139,13.7,68,220,45.2
49,1,158.9,58.7,23.4,85,132,12.7,39,177,33.9
61,1,172.9,70.2,24.2,83,140,22.2,34,181,36.7
48,1,173.6,72.3,16.5,82,141,20.4,56,240,51.4
36,1,172.7,81.8,21.7,60,159,12,60,187,45.4
25,0,164,45,19,77,132,21.6,46,180,24.3
36,1,177.3,92.4,22.3,87,151,23.3,53,226,38.8
27,1,179.1,75.6,16.6,84,136,19.4,56,251,52
41,1,170.7,74.7,20,84,135,17.9,51,226,38
62,0,155.3,54.7,34.3,64,102,-0.1,3,154,24.4
21,1,173.3,80.4,26.7,98,147,19.3,52,218,46.1
37,0,178.2,74.9,23.8,77,128,22.3,46,191,44.7
30,1,169.8,73.8,19.5,98,159,17.7,54,252,47.3
55,0,153.5,48.6,35,75,122,19,33,158,22.8
56,0,155.1,58.5,30.6,64,128,19.4,9,122,24.5
59,0,152.1,50.6,35.5,40,105,15.1,9,110,22.8
22,1,171.3,69,18,80,120,17.5,44,259,31.5
55,1,172,59.8,14.8,60,109,8.8,48,204,40.2
23,1,175.8,73.5,23.1,66,123,-8.2,42,203,34
58,0,150.8,59.82,34.1,84,129,9.8,13,133,28.7
59,1,172.8,69,25,85,122,19.1,33,190,42.3
25,1,167.8,60,14.6,70,123,18.8,55,232,43.9
60,1,176.6,73.5,22.8,89,147,8.7,46,197,40.3
29,0,157.9,55,32.1,58,119,16.8,54,170,27.4
42,1,180,81.4,28.2,99,147,15.8,24,211,40.4
60,1,172.8,70.18,23.6,82,140,17.2,45,186,40.7
61,1,175.5,67.6,14.7,58,123,4.3,25,154,30.5
51,1,164.5,72.6,23.6,98,157,21.6,42,195,41.2
63,1,173.1,70.4,20.9,109,188,16.8,43,192,40
28,1,176.6,79.6,22.2,93,150,8,39,196,40.8
60,1,171.9,79.8,25.9,92,131,7.4,34,179,41.6
26,1,170,74.5,18.2,78,134,13.5,56,194,39.8
25,1,177.9,91.1,21.1,80,124,11.3,58,220,55
29,0,158,50.28,24.1,68,113,20.5,46,158,27.7
40,1,176.3,76.7,25.9,77,117,7.2,38,220,47.6
41,1,172.5,72.8,23.5,86,140,10.3,33,205,42
25,0,157.3,51.5,30.7,79,132,21.9,28,161,22.8
24,0,161.2,61,26.4,71,118,20.8,47,194,31.9
50,0,161,58.2,24.7,96,149,22.4,40,157,29.9
50,1,171.5,71.8,23.3,97,148,15.6,33,203,44.5
32,0,165.5,54.2,24.5,75,126,24,53,130,27.1
27,0,163.1,60.7,26,82,136,21.4,44,191,26.4
22,0,155,48.4,30.8,90,117,25.8,39,167,22.5
21,0,160.2,49,34.1,83,123,19.8,15,133,17.3
21,0,164.6,57.4,25,72,121,25.6,56,172,23.8
60,1,159.1,70.6,30.8,95,142,6.8,30,180,34.2
47,0,165.2,52.1,14.3,75,140,22.3,33,196,32.6
24,1,181.1,83.8,19.6,67,121,21,43,235,44.5
22,1,171.5,62.2,13.3,66,124,18.3,56,252,37.6
24,1,168.9,60.8,6.5,66,119,24.2,55,235,44.1
26,1,160,52,12.7,67,115,12.8,58,223,41.1
58,0,155.8,48.1,26.2,71,124,19.7,4,147,20.9
27,1,172.6,72.8,26,85,141,23.1,48,201,45.5
37,1,165.8,72.8,17.3,92,155,15.7,53,224,41.3
28,1,177.4,76.8,15.1,86,150,15.1,55,206,51.5
57,0,156.1,54.8,32.7,98,177,25.2,26,129,25.7
41,0,154.8,45.3,17.6,64,102,19.6,42,170,26.6
42,1,179.2,84.3,23.4,85,147,16.4,44,213,46.9
27,1,167.1,67.1,16.5,66,125,22.8,61,221,42
37,1,172.5,68.2,13.5,85,147,18.6,45,250,39.5
28,1,166.2,68.1,21,80,130,19.9,52,217,44.2
34,1,173.5,72.4,17.4,83,118,16.5,67,236,60.1
39,0,153.2,47.5,23,64,105,24.5,36,180,21.9
22,1,168.4,76.3,25.2,73,111,18.6,43,222,35.6
27,1,170.2,65.3,17.1,62,124,13.2,55,230,45.3
51,0,157,54,31.4,106,158,23.5,46,156,31.4
56,0,153.3,49.6,20.3,68,112,16.8,15,141,23.5
63,0,151.6,49.62,37.1,95,156,14.9,15,51,20.3
34,1,180.1,69.5,13,79,136,15.3,36,235,52.6
28,1,179.5,75,15.3,85,135,10,50,210,45
45,1,169.6,70.1,22.2,84,154,23.7,50,214,47.4
60,0,152,55.6,38.9,94,137,16.9,1,120,26.4
30,1,169.5,68.4,17.1,76,141,13.2,43,200,49.2
21,0,171.3,65.46,30.7,84,130,22.7,30,132,25.2
26,1,177.8,74.1,8.4,86,135,11.7,57,277,54.2
30,1,169.1,66.4,24,68,117,-6.9,42,194,42.1
29,1,170,85.3,22.8,72,120,18,45,211,43.6
24,0,155.1,48.1,27.4,77,111,23.2,54,182,26.4
21,1,166.6,57.04,9.5,59,107,27.5,56,232,35.7
22,0,176.2,74.9,26.5,85,126,24.9,64,186,36.6
27,1,187.7,65.56,9.6,59,121,24.9,51,214,40.1
28,1,172.3,63.8,22.5,73,124,-6.2,29,180,34.1
21,1,179.1,88.4,20.4,81,120,-6.8,51,218,44.5
51,1,173,65.9,15.1,61,139,11.4,38,197,42.6
32,1,174,78.4,23.2,91,153,14.5,48,220,45.3
61,1,172.9,69.3,25.5,83,120,18.1,26,179,40.1
33,1,176.5,70.3,12.4,84,140,18.5,53,222,47.8
22,0,160.5,50.8,17,57,107,35.2,46,181,30.2
21,0,168.8,53.5,20,72,121,24.7,38,185,30.3
45,0,162.7,54.4,27,97,128,18.7,35,160,26
53,1,172.9,83.9,29.6,99,153,14.1,25,168,53.7
62,0,148.9,43.4,23.5,72,130,20.7,36,129,18.6
56,0,158,59.4,35.9,63,129,22,30,148,27.4
35,0,152.5,47.1,26.1,83,119,12.8,31,140,23.1
26,1,168.8,63.7,16.1,79,138,16.8,49,222,32.2
24,0,161.5,54,23,72,121,23.7,47,198,26.8
24,0,158.2,47.8,22.4,66,112,25.9,46,156,22.6
55,0,155.2,57.5,32,77,132,24.7,35,185,29.4
45,0,155.1,53,35.8,70,138,21.2,22,133,26.4
30,1,174.5,76.4,19.4,76,118,21.2,53,220,45.7
60,1,153.9,54.8,21.7,75,136,16.2,19,148,32
41,1,177.4,79.2,18.1,79,133,4.2,49,218,50.1
31,1,172.5,72,18.5,77,120,23.4,56,226,40.6
63,1,168.8,63.2,13.9,92,156,13.2,34,193,38.3
50,1,170.7,69.4,17.1,95,159,20,43,214,43.9
24,1,172.1,74.7,24.1,69,114,11.1,53,244,45.7
32,1,180.6,67.4,18.3,71,121,7,54,188,41.6
21,1,175.5,76.3,20.5,70,119,3.8,51,201,35.8
53,1,175,76.4,17.5,85,147,23.5,54,219,51.5
30,0,162.5,50.2,31.2,76,136,20,33,149,24.1
55,1,167,70.9,26.3,82,145,16,32,204,40.2
64,1,164.5,62.9,21,92,136,6.5,30,154,43
54,0,154,54.5,31.6,74,129,12.5,13,120,16
26,1,175.7,64.7,9.9,74,130,17.5,55,221,40.4
63,0,159.5,60.8,34.6,76,146,16.3,14,113,25.8
41,0,161,51.8,18.8,70,122,20,21,170,25.1
61,0,162.6,65.4,32,89,140,24.9,19,106,21.9
59,0,155.7,60.8,38.3,96,131,22.7,13,146,24.3
42,1,169.6,71.6,30.2,80,127,3.7,43,211,38.3
23,0,158.2,56.5,31,70,116,25.3,49,179,29.4
26,1,184.4,87.4,15.2,80,139,9,53,231,52
21,1,178.9,69.44,23.1,65,112,13.7,39,195,37.1
48,0,155.5,69,35.8,95,146,17.8,23,203,30
39,1,177.4,74.1,18.8,76,130,16.1,35,233,47.2
21,1,171.7,83.8,17.9,55,132,3.3,63,217,41.8
23,1,175.9,74.48,16.8,78,122,9.4,49,234,55.8
26,1,186.4,92.3,8,81,153,15.2,62,286,60.4
61,0,154.2,59.1,35.5,77,118,22,19,120,24.9
64,0,159.7,49.34,28.4,65,115,14.9,22,101,25.6
26,1,171.2,76.7,18.4,78,143,16.4,59,240,47.2
21,0,161.6,57.4,27.3,46,89,15.5,42,168,24.9
23,0,155.1,58.7,30.2,93,140,20.9,46,167,28.3
21,1,176.1,71.6,23.3,83,128,10.2,50,230,37.3
61,1,166.8,63,11.2,90,158,26.5,32,172,35.3
24,0,162.6,58.9,26,74,131,14.7,31,172,26.4
31,0,156.5,54.4,27.3,57,108,4.8,19,161,19.5
26,0,169.4,60.8,23.3,73,121,20.5,62,191,30.6
23,1,177.1,75.7,12.4,55,128,20.3,53,246,47.9
60,1,164,58.9,11.2,83,123,18.4,51,178,34.5
22,1,181.2,75.3,22.5,66,113,6.2,49,262,41.7
24,0,167.4,56.9,28.6,60,120,14.9,45,169,26.1
56,1,166,77.4,26.3,85,155,3.5,22,184,38.8
57,1,173.5,79.8,18,90,158,19,35,201,50.6
33,1,164.5,63.1,21.2,83,149,10,49,230,37.7
36,1,168.4,68.8,23.8,87,158,22.1,55,214,39
60,1,160,69.98,24.9,83,130,4.8,24,184,39.8
27,1,168.2,72.5,19.8,73,132,6.6,51,255,39.6
46,0,163.1,59.16,28.5,84,127,30.7,40,161,27.2
52,0,154,55,36.2,87,142,20,7,120,26.4
30,1,171.3,65.6,19.1,70,129,22.1,45,210,44.2
35,0,160.6,56.3,27.7,65,108,23.3,9,135,23.5
60,1,170.7,64.3,11.7,88,126,10.8,35,211,42.6
58,1,168.7,74.7,20.6,89,139,3,36,191,47.5
26,0,167.5,55.66,29.7,83,123,16.8,36,157,27.7
25,1,173.2,69.6,19.4,78,121,5.5,28,213,43.4
22,1,170.5,78.2,20.4,69,119,4.4,10,180,30
28,0,158.4,55.4,26.6,61,116,26,41,190,31.6
29,1,174.6,92.1,28.8,76,135,15,42,192,50
47,0,161,60.7,31.2,61,105,4.1,0,106,18.7
33,1,175.7,67.9,17.6,67,128,14.3,60,233,35.2
44,1,177.1,73.1,12,86,143,11.8,50,246,41.5
37,1,170.3,78.6,30.2,102,143,-7.5,0,152,38.8
44,1,175.6,64.3,17.1,81,121,-0.7,46,236,41.6
51,1,173.8,68.1,19.5,77,118,17.9,34,197,38.2
23,1,185.2,79.3,14.5,83,143,8.8,55,234,40.7
49,0,158.1,51.9,24.9,83,130,19.5,37,178,24.3
61,0,148.6,54.4,34.2,90,141,19.1,29,130,23.3
29,1,178,94.9,27,94,153,12.3,31,215,43.8
30,1,188.3,99.4,16,92,144,25.8,46,193,58.6
57,0,158.1,57.6,29.1,76,128,20.5,32,142,26.3
21,1,186.8,79.1,12.3,79,135,-1.5,45,235,50.4
22,1,182,70.5,17.6,62,117,-2.3,34,202,47.8
48,1,166.2,68.4,22.8,63,111,8,28,177,38.8
25,1,178.5,94.1,24,80,145,11.7,40,221,44.4
21,1,173,83.1,30,80,120,0,34,185,37.4
27,1,177,87.4,17.9,63,123,18,58,238,48
61,1,162.3,53.04,14.6,80,120,13.1,35,173,38.5
23,0,161.1,70.9,34.5,86,151,12.5,31,164,31.7
23,0,156.2,49.6,34.8,60,103,16.7,20,150,18.1
29,1,174.7,83.78,24.9,77,146,18.4,52,238,40.4
28,0,154.3,45,29.3,75,124,18.5,26,146,21.3
34,1,177,62.8,13.2,75,120,17.5,48,232,50.7
49,0,163.1,45.6,17.4,74,110,28.2,25,155,28
24,1,181.3,80.4,21.6,83,123,26,44,232,36.3
22,1,178.1,70.2,8.4,75,123,17.6,55,260,38.1
33,1,167.2,75.5,20.9,89,134,17.2,55,182,57.4
40,0,155,52.8,22,98,135,28.2,34,174,24.5
63,1,171.6,66.1,23.3,79,127,16.8,19,205,40.3
32,1,183.6,84.3,21.6,80,122,22.1,44,200,46.9
47,1,177.3,71.9,19.4,67,132,0.8,41,207,40
28,1,173.9,72,16.9,82,143,21.8,45,229,46.6
23,0,161.2,58.4,28.9,81,130,15,50,165,23.7
41,1,170.6,72.1,28.8,84,135,0.8,28,223,40
33,1,174.9,71,14.6,97,131,18.3,64,232,46.7
52,1,167.8,67.4,26,93,167,10,40,200,39.1
29,1,170.5,79,19.2,68,127,10.6,63,215,46.3
21,1,169.3,70.7,27.8,90,133,1.3,18,198,35
51,1,175.5,71.7,20.34,84,140,9.9,34,185,45.1
33,0,165.8,67.6,34.7,73,113,21.6,13,145,30.4
27,1,168.9,67.2,16.2,87,144,19.9,54,235,49.7
41,0,153.6,46.7,26.4,65,109,11,20,155,24.3
32,0,174.2,73.3,23.3,70,122,23.3,52,191,39.3
47,1,169.1,66,17.7,75,114,16.3,49,225,45.5
47,1,171.6,73.5,19.4,94,157,11.8,48,221,51.6
32,1,182.4,84.9,18.2,75,134,10.7,44,243,59.2
38,1,172.7,70,23.9,83,123,12.5,35,171,38.5
33,1,179,74.4,12.6,77,142,12.3,49,218,52.3
24,1,173.7,61.5,17.4,62,95,21.6,51,217,40.2
22,1,179.1,62.7,14.7,99,144,11.3,55,230,47
36,0,157.1,53,30.7,72,99,24,40,155,25.9
26,1,174.9,75.6,14.3,54,118,16.6,58,227,54.6
30,1,184.1,89.64,13.9,81,156,19.3,50,253,53.8
22,0,161.8,48,25.6,69,126,17.2,46,187,25.1
37,1,183.2,74,15,84,136,21.5,52,222,49.5
24,1,169.2,66.2,11.9,83,122,12.3,25,217,43.1
33,1,170.5,68.8,21.1,87,144,10.4,42,184,43.8
52,1,171,72.3,23.1,65,121,11.8,20,138,26.6
32,1,170,75.9,34.4,78,124,7.3,37,211,34.1
53,1,168.6,82,27.7,87,141,25.5,26,191,39.4
23,0,160.8,45.5,15,67,101,15,35,152,26.7
46,0,166,60.3,32.2,73,126,-1.5,29,144,16.8
27,1,167.9,66.4,19,88,126,13.6,50,239,41.1
27,0,152.6,47.5,33.6,62,107,-19.9,24,137,14.9
22,1,176.8,83.8,32.8,81,136,0.8,48,178,35.8
60,1,164.9,66.3,19.2,86,155,17.9,40,181,40.2
33,1,170.6,67.8,18.2,71,102,23,53,239,53
22,1,175.2,79,20.8,94,148,20.4,57,240,48
50,0,162,51.5,25.3,76,128,26,21,135,29
22,0,152.3,48.2,25.9,76,122,1.6,31,174,18.8
22,1,165.8,68.5,27.4,83,123,7.1,38,200,38.9
48,1,170.3,80.4,23.6,82,143,13.3,42,223,43.7
31,1,168.7,70.6,23.7,102,145,11.3,42,212,52
29,0,170.7,58.82,21.2,90,131,20.5,35,141,37
62,1,169.8,71.9,17.2,88,146,14.7,31,206,43
49,0,156.7,64.1,32.8,67,123,18,11,106,22.8
62,1,165.9,63.3,19,85,126,2.6,35,167,36.2
37,1,170.7,85.8,31.9,78,141,5.6,42,224,44.4
59,1,165.7,74.2,30.6,74,120,2.7,26,202,45
32,1,173.7,66.4,19.9,83,152,7.8,56,210,49
28,1,175.5,89.6,19.6,96,152,0.3,37,208,36.1
21,0,160.9,51.2,22.1,53,101,18.6,39,176,25.8
21,1,167.2,73.7,20.2,76,131,21.6,49,202,39.9
32,1,184,93.8,27.7,77,127,0.9,49,199,50.8
26,1,171.3,69.2,17.8,92,158,17.6,56,225,52.3
27,1,173,85.04,25.5,80,120,21.2,44,224,45.3
32,1,177.3,66,13.9,85,132,7.6,52,240,40.6
29,0,159,49.5,33,69,114,21.1,34,162,22.3
61,1,171.9,71.4,23.4,96,158,8.4,40,174,41.6
61,1,172.1,76,29.9,97,154,13.2,38,199,41.7
24,0,165,52,13.3,92,143,11.8,27,154,22.2
50,1,175.2,75,22.2,89,156,12,32,194,45.1
24,1,173.3,68.5,10,60,106,7.4,62,223,52.2
29,1,176.7,78.7,17.3,71,119,17.3,56,246,62.3
26,0,164.9,62.6,28.8,76,122,11.1,41,156,32.6
48,1,175.6,73.1,17.9,83,142,21.1,45,220,45
57,0,167.2,87.3,49.8,73,126,-3.4,0,65,17.5
21,1,185.8,88.5,13.7,74,119,20.3,69,240,51.3
32,0,159.5,57.8,22.9,72,125,19.1,45,174,21.6
26,1,174.1,73.4,15.8,77,119,23.9,51,238,57.7
46,1,174.8,67.6,18.8,81,133,14.1,42,192,43.8
27,1,181.4,71.6,20,82,139,13.6,42,248,42.4
25,1,181.3,70.24,15.9,85,150,14.3,51,221,45.5
23,1,168.1,106.3,44.2,75,155,6.1,15,164,34.1
23,1,170.1,70.9,30.4,71,128,7.6,38,190,31.4
49,0,153.9,49.4,35.5,84,145,10.9,21,120,23.2
42,1,172.6,73.2,22.8,77,146,20.8,35,202,42.1
34,1,179.4,86.4,17.90698,82,152,14.4,68,227,55.7
62,0,150.3,62.4,36.4,76,113,19,0,113,19
46,0,159,53.4,25.6,71,130,25.3,38,150,21.7
50,0,156.4,39.8,14.3,62,107,8,26,160,22.1
38,0,161.7,49.6,22.3,65,110,22.1,33,142,25.2
44,1,174,77.1,18.8,75,128,3.7,39,183,52.9
29,1,173,86.7,31.2,85,129,11.1,45,187,45.8
56,0,150.2,52,32.4,94,149,18.9,15,142,24.1
59,1,168.9,61.6,8.3,57,103,8.2,34,200,40.9
21,0,167.5,57.4,26.5,78,119,24.2,26,172,24.9
27,1,170.1,63.5,12,69,110,17.1,57,244,50.4
44,1,176.3,68.3,17.5,81,138,13.2,34,217,46
40,0,155.8,51.9,26.3,86,124,20.3,41,176,26.2
24,0,171.2,56.3,15.3,63,108,30.1,51,216,34.6
36,1,169.3,54.4,16.4,90,138,18.5,47,211,36.4
24,1,176.4,73.7,22.7,73,132,24.2,49,192,49.6
35,1,175,70.7,16.9,84,156,18.4,53,236,50.3
25,1,180.5,74.8,13.4,86,146,11.1,35,200,44
60,0,155.9,66,37.4,60,110,14.1,7,106,26
50,1,165.4,68.7,24.5,85,135,13.5,40,206,40.4
57,1,175.3,82.42,23.2,90,155,18.5,46,184,47.8
48,0,162,46.8,20.3,87,122,29.6,41,170,25.4
23,1,184.3,71.2,23,75,128,-11.2,39,166,27.2
37,1,177.1,76,18.9,65,111,12.3,40,207,44.9
24,1,178.1,72.8,17.7,80,145,17.6,57,236,50.6
23,0,172.5,60.9,25.2,90,123,19.7,55,136,34.8
25,0,151.4,47,21.5,60,100,26.6,52,173,25.9
31,1,166.6,55.5,15.5,68,136,17.6,58,232,37.1
45,0,158.5,57.4,25.3,75,121,19,34,153,31.3
28,1,183.6,88.2,20.7,77,137,7.1,42,266,55.8
27,0,163.1,52.62,12.8,74,109,24.1,53,216,28.1
37,1,174.3,78.4,16.6,70,125,11.9,45,236,46
32,1,162,73.8,35.3,94,155,14.9,34,189,46.5
23,0,158,53.1,27.4,77,120,25,50,189,31.8
21,0,160,52.8,31.9,74,120,9.6,30,125,20
29,0,155.5,67.3,36.6,61,105,14.3,23,130,19.6
23,1,173,70.1,9.9,68,122,11,53,247,41.4
27,1,180.4,72.4,16.8,85,129,17.5,52,200,46.3
22,1,171.4,73.9,14.3,88,141,12.9,58,258,43.3
25,1,184.2,87.1,24.8,66,122,1,25,207,36
21,1,173.7,72.5,17.4,71,128,16.2,55,231,36.4
22,1,179.8,75.4,9.7,74,143,19.1,60,246,52.7
21,0,156.1,52.7,23.2,78,118,15.3,47,182,26.7
25,1,174.4,68,9.2,72,153,26.5,41,228,50.5
56,1,168.2,53.5,12.7,60,110,13.3,34,197,33.1
32,1,170.4,85.22,20.9,82,142,15.6,54,219,51.9
53,1,167.6,69.6,25.5,91,149,17,37,211,39.9
46,1,164.8,66.4,16.5,82,151,15.4,46,225,58.5
22,1,177,72.16,18.8,65,131,16.2,52,243,45.9
25,0,156,44.9,28.3,78,113,11.6,45,161,23.8
28,1,165.5,56.1,14.5,69,125,11.4,51,202,35.2
26,1,177.4,73.2,13.7,76,131,12.4,60,237,43.1
37,0,167.5,67.5,28.2,85,138,17.4,42,179,33
54,1,169.6,63.3,15,74,123,22.5,44,174,42.9
43,1,172,69.4,21,77,127,17,48,221,42.7
23,1,180.7,82.1,16.2,89,150,19.7,58,237,44.8
50,1,171.2,67.3,18.1,68,124,24.3,47,201,36.8
28,0,162,60.4,31.9,71,106,13.9,42,175,32.4
30,1,169,66,9.7,81,142,26,57,259,47.6
21,0,161.3,60.3,34.2,72,127,16.8,50,164,26.6
21,0,154.6,48,31.8,69,106,2,30,135,19.2
23,1,172,72.4,21.4,75,133,22.8,42,212,46.3
39,1,170,70.1,28.5,87,124,10.6,36,201,36.2
39,1,173.4,82.5,22.7,81,125,9.4,59,228,52.4
59,0,158,62.3,33.8,64,122,9.8,13,86,25
26,1,175.3,73.6,21.9,86,138,7.9,48,198,43.5
62,1,170.4,72.9,22.8,97,149,14.5,27,174,49.1
62,1,180.9,74.2,25.6,81,137,-2.3,22,183,44.5
58,1,176.9,83.9,19.8,82,123,27.3,54,230,50.5
24,0,160.2,57.88,24.5,75,124,23.6,48,145,31.2
51,1,172.7,77.12,19.9,89,146,19.4,39,218,52.1
33,0,161.2,51.2,23.8,57,119,27.3,45,174,26.7
33,1,180.7,69,13.2,64,116,20,52,248,48.4
27,1,181.6,70.9,12.7,68,126,14.4,49,214,42.4
47,1,164.2,75.3,18.5,85,155,26.5,51,186,42.4
23,0,154.9,61.24,34.2,65,114,23.7,44,145,24.1
23,1,163.6,56.8,15,96,157,8.9,53,188,40.2
59,0,153.4,41.1,27.8,98,124,14.4,15,135,21.4
22,1,184.2,70.8,18.1,75,130,24.8,54,241,48.6
21,0,162.6,60.8,36.5,86,134,17.1,34,150,28.2
26,0,159.4,54.6,18.2,72,115,26.4,50,180,34.2
22,0,173.5,69.7,27.5,71,145,19.4,48,203,39.9
43,1,169.7,73.5,24.2,89,144,-14.7,28,205,45.1
51,1,168.9,67.5,18.9,99,151,12.7,42,182,46.7
23,0,153.5,50.7,32.3,62,111,32.2,50,178,22.2
37,1,172.6,80.2,17.12946,77,140,17.3,58,235,48.1
23,1,167.7,61.8,9.9,71,131,12.3,56,236,43.4
23,1,168.6,70.8,25.7,90,129,11.8,47,133,43
25,0,166.3,53.6,20.2,81,126,21.1,54,189,32.8
27,1,182.4,81.18,7.6,65,119,5.3,56,231,53.8
34,0,159.1,52.3,29.5,89,131,9,26,184,18.7
23,0,167.5,57,29.9,80,120,10.8,30,146,15.7
46,0,152.1,52,29.7,77,111,14.2,16,130,21.6
36,1,185.1,73.6,16.8,93,134,10.4,45,211,45.5
33,1,171.7,85,29.6,72,131,8.7,44,197,45.3
23,1,166,66.6,11.2,81,128,27.3,62,223,34.2
63,0,154.8,46,18.7,90,148,28.5,24,137,26.6
50,0,150.5,52.7,31.1,61,105,22.9,29,133,19.4
60,0,155,45.3,24.3,62,114,22.3,0,140,19.5
29,1,173.7,76.1,17.3,73,133,16.2,67,247,51.1
30,1,175.8,80,15.2,73,130,8.5,68,246,52.8
37,0,166,55.2,14.4,77,122,28.9,33,165,26
45,0,160.1,51.4,22.6,61,94,14.4,28,145,22.7
21,0,156.9,45.7,19.7,74,128,30.7,57,206,22.7
61,1,165.2,62.3,20.6,75,135,11.7,23,193,43.5
64,1,166.2,67,21.2,74,134,13.6,37,188,48.1
26,0,157.7,51.1,20.3,69,110,23.1,39,207,25
40,1,172.1,78.9,24.5,98,133,1.9,46,176,36.4
60,0,153.3,64.9,37.5,91,155,13.8,0,105,24.5
25,1,176.3,79.1,15.1,82,118,10,54,251,50.7
57,0,156.8,61.3,32.4,87,142,13.6,18,134,26.6
21,0,167.3,52.9,21.9,65,140,21.1,47,189,21.9
28,0,161.5,65.5,22,76,135,28.9,49,213,37.7
28,0,160.9,62.4,34.9,73,121,10.1,43,163,23.9
22,1,167.6,63.5,9.8,62,134,13.5,55,231,43.9
52,1,160.5,59.3,21.1,64,102,14.4,31,183,43.3
30,1,168.5,70.2,21.2,85,138,5.1,50,218,39.8
61,0,166.8,60.2,28.3,88,151,27.5,29,151,21.8
53,0,150.5,68.1,39.4,72,129,15.8,12,126,24.6
22,1,184.6,80.5,20.7,81,109,-5,50,166,35.9
28,0,168.3,55.3,19.7,75,123,24.6,36,182,27.2
25,1,176.5,74.2,20.7,71,118,2.3,53,176,44.5
21,0,164.9,55.9,28,86,127,26.6,47,207,26
60,1,171.8,73,20.5,86,153,14.9,40,191,43.5
21,0,158.5,48.6,30.1,67,106,16.7,15,118,18.3
24,1,183.2,80.3,19.6,86,134,20,62,220,56.2
27,1,173.7,77.2,10.1,75,128,13.4,42,246,51.1
28,1,181.3,73,17.1,76,121,14.5,51,234,43.8
22,1,190,104.7,27.1,73,136,7.6,48,188,53.3
50,1,173.5,73.6,23.5,91,150,14.1,45,198,42.9
